Film,Date,Year,Weekend,Gross
Jackass Presents: Bad Grandpa,10/27/2013,2013,43,32055177
Ender's Game,11/3/2013,2013,44,27017351
Thor: The Dark World,11/10/2013,2013,45,85737841
Thor: The Dark World,11/17/2013,2013,46,36586016
The Hunger Games: Catching Fire,11/24/2013,2013,47,158074286
The Hunger Games: Catching Fire,12/1/2013,2013,48,74179601
Frozen,12/8/2013,2013,49,31616230
The Hobbit: The Desolation of Smaug,12/15/2013,2013,50,73645197
The Hobbit: The Desolation of Smaug,12/22/2013,2013,51,31505278
The Hobbit: The Desolation of Smaug,12/29/2013,2013,52,29031732
Frozen,1/5/2014,2014,1,19575525
Lone Survivor,1/12/2014,2014,2,37849910
Ride Along,1/19/2014,2014,3,41516170
Ride Along,1/26/2014,2014,4,21299495
Ride Along,2/2/2014,2014,5,12035720
The Lego Movie,2/9/2014,2014,6,69050279
The Lego Movie,2/16/2014,2014,7,49846430
The Lego Movie,2/23/2014,2014,8,31305359
Non-Stop,3/2/2014,2014,9,28875635
300: Rise of an Empire,3/9/2014,2014,10,45038460
Mr. Peabody & Sherman,3/16/2014,2014,11,21809249
Divergent,3/23/2014,2014,12,54607747
Noah,3/30/2014,2014,13,43720472
Captain America: The Winter Soldier,4/6/2014,2014,14,95023721
Captain America: The Winter Soldier,4/13/2014,2014,15,41274861
Captain America: The Winter Soldier,4/20/2014,2014,16,25587056
The Other Woman,4/27/2014,2014,17,24763752
The Amazing Spider-Man 2,5/4/2014,2014,18,91608337
Neighbors,5/11/2014,2014,19,49033915
Godzilla,5/18/2014,2014,20,93188384
X-Men: Days of Future Past,5/25/2014,2014,21,90823660
Maleficent,6/1/2014,2014,22,69431298
The Fault in Our Stars,6/8/2014,2014,23,48002523
22 Jump Street,6/15/2014,2014,24,57071445
Think Like a Man Too,6/22/2014,2014,25,29241911
Transformers: Age of Extinction,6/29/2014,2014,26,100038390
Transformers: Age of Extinction,7/6/2014,2014,27,37050185
Dawn of the Planet of the Apes,7/13/2014,2014,28,72611427
Dawn of the Planet of the Apes,7/20/2014,2014,29,36254310
Lucy,7/27/2014,2014,30,43899340
Guardians of the Galaxy,8/3/2014,2014,31,94320883
Teenage Mutant Ninja Turtles,8/10/2014,2014,32,65575105
Teenage Mutant Ninja Turtles,8/17/2014,2014,33,28523147
Guardians of the Galaxy,8/24/2014,2014,34,17202212
Guardians of the Galaxy,8/31/2014,2014,35,17082262
Guardians of the Galaxy,9/7/2014,2014,36,10357345
No Good Deed,9/14/2014,2014,37,24250283
The Maze Runner,9/21/2014,2014,38,32512804
The Equalizer,9/28/2014,2014,39,34137828
Gone Girl,10/5/2014,2014,40,37513109
Gone Girl,10/12/2014,2014,41,26406134
Fury,10/19/2014,2014,42,23702421
Ouija,10/26/2014,2014,43,19875995
Ouija,11/2/2014,2014,44,10740980
Big Hero 6,11/9/2014,2014,45,56215889
Dumb and Dumber To,11/16/2014,2014,46,36111775
The Hunger Games: Mockingjay - Part 1,11/23/2014,2014,47,121897634
The Hunger Games: Mockingjay - Part 1,11/30/2014,2014,48,56972599
The Hunger Games: Mockingjay - Part 1,12/7/2014,2014,49,22026762
Exodus: Gods and Kings,12/14/2014,2014,50,24115934
The Hobbit: The Battle of the Five Armies,12/21/2014,2014,51,54724334
The Hobbit: The Battle of the Five Armies,12/28/2014,2014,52,40921395
The Hobbit: The Battle of the Five Armies,1/4/2015,2015,1,21732090
Taken 3,1/11/2015,2015,2,39201657
American Sniper,1/18/2015,2015,3,89269066
American Sniper,1/25/2015,2015,4,64628304
American Sniper,2/1/2015,2015,5,30660528
SpongeBob,2/8/2015,2015,6,55365012
Fifty Shades of Grey,2/15/2015,2015,7,85171450
Fifty Shades of Grey,2/22/2015,2015,8,22259030
Focus,3/1/2015,2015,9,18685137
Chappie,3/8/2015,2015,10,13346782
Cinderella,3/15/2015,2015,11,67877361
Insurgent,3/22/2015,2015,12,52263680
Home,3/29/2015,2015,13,52107731
Furious 7,4/5/2015,2015,14,147187040
Furious 7,4/12/2015,2015,15,59585930
Furious 7,4/19/2015,2015,16,29156595
Furious 7,4/26/2015,2015,17,17821440
Avengers: Age of Ultron,5/3/2015,2015,18,191271109
Avengers: Age of Ultron,5/10/2015,2015,19,77746929
Pitch Perfect 2,5/17/2015,2015,20,69216890
Tomorrowland,5/24/2015,2015,21,33028165
San Andreas,5/31/2015,2015,22,54588173
Spy,6/7/2015,2015,23,29085719
Jurassic World,6/14/2015,2015,24,208806270
Jurassic World,6/21/2015,2015,25,106558440
Jurassic World,6/28/2015,2015,26,54532615
Inside Out,7/5/2015,2015,27,29771224
Minions,7/12/2015,2015,28,115718405
Ant-Man,7/19/2015,2015,29,57225526
Ant-Man,7/26/2015,2015,30,24909332
Mission: Impossible - Rogue Nation,8/2/2015,2015,31,55520089
Mission: Impossible - Rogue Nation,8/9/2015,2015,32,28502372
Straight Outta Compton,8/16/2015,2015,33,60200180
Straight Outta Compton,8/23/2015,2015,34,26364020
Straight Outta Compton,8/30/2015,2015,35,13133560
War Room,9/6/2015,2015,36,9480535
The Perfect Guy,9/13/2015,2015,37,25888154
Maze Runner: The Scorch Trials,9/20/2015,2015,38,30316510
Hotel Transylvania 2,9/27/2015,2015,39,48464322
The Martian,10/4/2015,2015,40,54308575
The Martian,10/11/2015,2015,41,37005266
Goosebumps,10/18/2015,2015,42,23618556
The Martian,10/25/2015,2015,43,15732907
The Martian,11/1/2015,2015,44,11715097
Spectre,11/8/2015,2015,45,70403148
Spectre,11/15/2015,2015,46,33681104
The Hunger Games: Mockingjay - Part 2,11/22/2015,2015,47,102665981
The Hunger Games: Mockingjay - Part 2,11/29/2015,2015,48,52004595
The Hunger Games: Mockingjay - Part 2,12/6/2015,2015,49,18857547
The Hunger Games: Mockingjay - Part 2,12/13/2015,2015,50,11413316
Star Wars: The Force Awakens,12/20/2015,2015,51,247966675
Star Wars: The Force Awakens,12/27/2015,2015,52,149202860
Star Wars: The Force Awakens,1/3/2016,2016,1,90241673
Star Wars: The Force Awakens,1/10/2016,2016,2,42353785
Ride Along 2,1/17/2016,2016,3,35243095
The Revenant,1/24/2016,2016,4,16009718
Kung Fu Panda 3,1/31/2016,2016,5,41282042
Kung Fu Panda 3,2/7/2016,2016,6,21242181
Deadpool,2/14/2016,2016,7,132434639
Deadpool,2/21/2016,2016,8,56470167
Deadpool,2/28/2016,2016,9,31115195
Zootopia,3/6/2016,2016,10,75063401
Zootopia,3/13/2016,2016,11,51339887
Zootopia,3/20/2016,2016,12,37164158
Batman v Superman: Dawn of Justice,3/27/2016,2016,13,166007347
Batman v Superman: Dawn of Justice,4/3/2016,2016,14,51335254
The Boss,4/10/2016,2016,15,23586645
The Jungle Book (2016),4/17/2016,2016,16,103261464
The Jungle Book (2016),4/24/2016,2016,17,61538821
The Jungle Book (2016),5/1/2016,2016,18,43714706
Captain America: Civil War,5/8/2016,2016,19,179139142
Captain America: Civil War,5/15/2016,2016,20,72637142
The Angry Birds Movie,5/22/2016,2016,21,38155177
X-Men: Apocalypse,5/29/2016,2016,22,65769562
Teenage Mutant Ninja Turtles: Out of the Shadows,6/5/2016,2016,23,35316382
The Conjuring 2,6/12/2016,2016,24,40406314
Finding Dory,6/19/2016,2016,25,135060273
Finding Dory,6/26/2016,2016,26,72959954
Finding Dory,7/3/2016,2016,27,41817176
The Secret Life of Pets,7/10/2016,2016,28,104352905
The Secret Life of Pets,7/17/2016,2016,29,50838355
Star Trek Beyond,7/24/2016,2016,30,59253211
Jason Bourne,7/31/2016,2016,31,59215365
Suicide Squad,8/7/2016,2016,32,133682248
Suicide Squad,8/14/2016,2016,33,43536013
Suicide Squad,8/21/2016,2016,34,20855401
Don't Breathe,8/28/2016,2016,35,26411706
Don't Breathe,9/4/2016,2016,36,15833223
Sully,9/11/2016,2016,37,35028301
Sully,9/18/2016,2016,38,21653017
The Magnificent Seven (2016),9/25/2016,2016,39,34703397
Miss Peregrine's Home for Peculiar Children,10/2/2016,2016,40,28871140
The Girl on the Train (2016),10/9/2016,2016,41,24536265
The Accountant,10/16/2016,2016,42,24710273
Boo! A Madea Halloween,10/23/2016,2016,43,28501448
Boo! A Madea Halloween,10/30/2016,2016,44,17220312
Doctor Strange,11/6/2016,2016,45,85058311
Doctor Strange,11/13/2016,2016,46,42970065
Fantastic Beasts and Where To Find Them,11/20/2016,2016,47,74403387
Moana,11/27/2016,2016,48,56631401
Moana,12/4/2016,2016,49,28270989
Moana,12/11/2016,2016,50,18533804
Rogue One: A Star Wars Story,12/18/2016,2016,51,155081681
Rogue One: A Star Wars Story,12/25/2016,2016,52,64033768
Rogue One: A Star Wars Story,1/1/2017,2016,53,49609002
Hidden Figures,1/8/2017,2017,1,22800057
Hidden Figures,1/15/2017,2017,2,20853947
Split,1/22/2017,2017,3,40010975
Split,1/29/2017,2017,4,25655440
Split,2/5/2017,2017,5,14424195
The LEGO Batman Movie,2/12/2017,2017,6,53003468
The LEGO Batman Movie,2/19/2017,2017,7,32655114
Get Out,2/26/2017,2017,8,33377060
Logan,3/5/2017,2017,9,88411916
Kong: Skull Island,3/12/2017,2017,10,61025472
Beauty and the Beast (2017),3/19/2017,2017,11,174750616
Beauty and the Beast (2017),3/26/2017,2017,12,90426717
The Boss Baby,4/2/2017,2017,13,50198902
The Boss Baby,4/9/2017,2017,14,26363488
The Fate of the Furious,4/16/2017,2017,15,98786705
The Fate of the Furious,4/23/2017,2017,16,38408415
The Fate of the Furious,4/30/2017,2017,17,19936540
Guardians of the Galaxy Vol. 2,5/7/2017,2017,18,146510104
Guardians of the Galaxy Vol. 2,5/14/2017,2017,19,65263492
Alien: Covenant,5/21/2017,2017,20,36160621
Pirates of the Caribbean: Dead Men Tell No Tales,5/28/2017,2017,21,62983253
Wonder Woman,6/4/2017,2017,22,103251471
Wonder Woman,6/11/2017,2017,23,58520672
Cars 3,6/18/2017,2017,24,53688680
Transformers: The Last Knight,6/25/2017,2017,25,44680073
Despicable Me 3,7/2/2017,2017,26,72434025
Spider-Man: Homecoming,7/9/2017,2017,27,117027503
War for the Planet of the Apes,7/16/2017,2017,28,56262929
Dunkirk,7/23/2017,2017,29,50513488
Dunkirk,7/30/2017,2017,30,26611130
The Dark Tower,8/6/2017,2017,31,19153698
Annabelle: Creation,8/13/2017,2017,32,35006404
The Hitman's Bodyguard,8/20/2017,2017,33,21384504
The Hitman's Bodyguard,8/27/2017,2017,34,10262619
The Hitman's Bodyguard,9/3/2017,2017,35,10536010
It,9/10/2017,2017,36,123403419
It,9/17/2017,2017,37,60103110
Kingsman: The Golden Circle,9/24/2017,2017,38,39023010
Kingsman: The Golden Circle,10/1/2017,2017,39,16935565
Blade Runner 2049,10/8/2017,2017,40,32753122
Happy Death Day,10/15/2017,2017,41,26039025
Tyler Perry's Boo 2! A Madea Halloween,10/22/2017,2017,42,21226953
Jigsaw,10/29/2017,2017,43,16640452
Thor: Ragnarok,11/5/2017,2017,44,122744989
Thor: Ragnarok,11/12/2017,2017,45,57078306
Justice League,11/19/2017,2017,46,93842239
Coco,11/26/2017,2017,47,50802605
Coco,12/3/2017,2017,48,27533304
Coco,12/10/2017,2017,49,18452315
Star Wars: The Last Jedi,12/17/2017,2017,50,220009584
Star Wars: The Last Jedi,12/24/2017,2017,51,71565498
Star Wars: The Last Jedi,12/31/2017,2017,52,52520140
Jumanji: Welcome to the Jungle,1/7/2018,2018,1,37233653
Jumanji: Welcome to the Jungle,1/14/2018,2018,2,28101972
Jumanji: Welcome to the Jungle,1/21/2018,2018,3,19505170
Maze Runner: The Death Cure,1/28/2018,2018,4,24167011
Jumanji: Welcome to the Jungle,2/4/2018,2018,5,10930222
Fifty Shades Freed,2/11/2018,2018,6,38560195
Black Panther,2/18/2018,2018,7,202003951
Black Panther,2/25/2018,2018,8,111658835
Black Panther,3/4/2018,2018,9,66306935
Black Panther,3/11/2018,2018,10,40817579
Black Panther,3/18/2018,2018,11,26650690
Pacific Rim Uprising,3/25/2018,2018,12,28116535
Ready Player One,4/1/2018,2018,13,41764050
A Quiet Place,4/8/2018,2018,14,50203562
Rampage,4/15/2018,2018,15,35753093
A Quiet Place,4/22/2018,2018,16,20911809
Avengers: Infinity War,4/29/2018,2018,17,257698183
Avengers: Infinity War,5/6/2018,2018,18,114774810
Avengers: Infinity War,5/13/2018,2018,19,62078047
Deadpool 2,5/20/2018,2018,20,125507153
Solo: A Star Wars Story,5/27/2018,2018,21,84420489
Solo: A Star Wars Story,6/3/2018,2018,22,29396882
Ocean's 8,6/10/2018,2018,23,41607378
The Incredibles 2,6/17/2018,2018,24,182687905
Jurassic World: Fallen Kingdom,6/24/2018,2018,25,148024610
Jurassic World: Fallen Kingdom,7/1/2018,2018,26,60912195
Ant-Man & The Wasp,7/8/2018,2018,27,75812205
Hotel Transylvania 3,7/15/2018,2018,28,44076225
The Equalizer 2,7/22/2018,2018,29,36011640
Mission: Impossible - Fallout,7/29/2018,2018,30,61236534
Mission: Impossible - Fallout,8/5/2018,2018,31,35323815
The Meg,8/12/2018,2018,32,45402195
Crazy Rich Asians,8/19/2018,2018,33,26510140
Crazy Rich Asians,8/26/2018,2018,34,24808202
Crazy Rich Asians,9/2/2018,2018,35,21964345
The Nun,9/9/2018,2018,36,53807379
The Predator,9/16/2018,2018,37,24632284
The House With A Clock In Its Walls,9/23/2018,2018,38,26608020
Night School,9/30/2018,2018,39,27257615
Venom,10/7/2018,2018,40,80255756
Venom,10/14/2018,2018,41,35006107
Halloween,10/21/2018,2018,42,76221545
Halloween,10/28/2018,2018,43,31419070
Bohemian Rhapsody,11/4/2018,2018,44,51061119
Dr. Seuss' The Grinch (2018),11/11/2018,2018,45,67572855
Fantastic Beasts: The Crimes of Grindelwald,11/18/2018,2018,46,62163104
Ralph Breaks the Internet,11/25/2018,2018,47,56237634
Ralph Breaks the Internet,12/2/2018,2018,48,25566945
Ralph Breaks the Internet,12/9/2018,2018,49,16253831
Spider-Man: Into The Spider-Verse,12/16/2018,2018,50,35363376
Aquaman,12/23/2018,2018,51,67873522
Aquaman,12/30/2018,2018,52,52114571
Aquaman,1/6/2019,2019,1,31003280
The Upside,1/13/2019,2019,2,20355000
Glass,1/20/2019,2019,3,40328920
Glass,1/27/2019,2019,4,18884440
Glass,2/3/2019,2019,5,9548795
The LEGO Movie 2: The Second Part,2/10/2019,2019,6,34115335
Alita: Battle Angel,2/17/2019,2019,7,28525613
How to Train Your Dragon: The Hidden World,2/24/2019,2019,8,55022245
How to Train Your Dragon: The Hidden World,3/3/2019,2019,9,30028540
Captain Marvel ,3/10/2019,2019,10,153433423
Captain Marvel ,3/17/2019,2019,11,67988130
Us,3/24/2019,2019,12,71117625
Dumbo (2019),3/31/2019,2019,13,45990748
Shazam!,4/7/2019,2019,14,53505326
Shazam!,4/14/2019,2019,15,24453514
The Curse of La Llorona ,4/21/2019,2019,16,26347631
Avengers: Endgame,4/28/2019,2019,17,357115007
Avengers: Endgame,5/5/2019,2019,18,147383211
Avengers: Endgame,5/12/2019,2019,19,63299904
John Wick: Chapter 3 - Parabellum,5/19/2019,2019,20,56818067
Aladdin (2019),5/26/2019,2019,21,91500929
Godzilla: King of the Monsters,6/2/2019,2019,22,47776293
The Secret Life of Pets 2,6/9/2019,2019,23,46652680
Men in Black International,6/16/2019,2019,24,30035838
Toy Story 4,6/23/2019,2019,25,120908065
Toy Story 4,6/30/2019,2019,26,59700331
Spider-Man: Far From Home,7/7/2019,2019,27,92579212
Spider-Man: Far From Home,7/14/2019,2019,28,45353359
The Lion King,7/21/2019,2019,29,191770759
The Lion King,7/28/2019,2019,30,76621553
Fast & Furious Presents: Hobbs & Shaw,8/4/2019,2019,31,60038950
Fast & Furious Presents: Hobbs & Shaw,8/11/2019,2019,32,25265795
Good Boys,8/18/2019,2019,33,21402605
Angel Has Fallen,8/25/2019,2019,34,21380987
Angel Has Fallen,9/1/2019,2019,35,11799409
It Chapter Two,9/8/2019,2019,36,91062152
It Chapter Two,9/15/2019,2019,37,39606550
Downton Abbey,9/22/2019,2019,38,31033665
Abominable,9/29/2019,2019,39,20612100
Joker,10/6/2019,2019,40,96202337
Joker,10/13/2019,2019,41,55861403
Maleficent: Mistress of Evil,10/20/2019,2019,42,36948713
Maleficent: Mistress of Evil,10/27/2019,2019,43,19369877
Terminator: Dark Fate,11/3/2019,2019,44,29033832
Midway,11/10/2019,2019,45,17897419
Ford v Ferrari,11/17/2019,2019,46,31474958
Frozen II,11/24/2019,2019,47,130263358
Frozen II,12/1/2019,2019,48,85977773
Frozen II,12/8/2019,2019,49,35165614
Jumanji: The Next Level,12/15/2019,2019,50,59251543
Star Wars: The Rise of Skywalker,12/22/2019,2019,51,177383864
Star Wars: The Rise of Skywalker,12/29/2019,2019,52,72389590
Star Wars: The Rise of Skywalker,1/5/2020,2020,1,34524815
1917,1/12/2020,2020,2,37000200
Bad Boys for Life,1/19/2020,2020,3,62504105
Bad Boys for Life,1/26/2020,2020,4,34011714
Bad Boys for Life,2/2/2020,2020,5,17682959
Birds of Prey,2/9/2020,2020,6,33010017
Sonic the Hedgehog,2/16/2020,2020,7,58018348
Sonic the Hedgehog,2/23/2020,2020,8,26192294
The Invisible Man,3/1/2020,2020,9,28205665
Onward,3/8/2020,2020,10,39119861
Onward,3/15/2020,2020,11,10601952
I Still Believe,3/22/2020,2020,12,33234
I Still Believe,3/29/2020,2020,13,13951
I Still Believe,4/5/2020,2020,14,4077
"Phoenix, Oregon",4/12/2020,2020,15,11489
Resistance,4/19/2020,2020,16,2490
I Still Believe,4/26/2020,2020,17,13807
The Wretched,5/3/2020,2020,18,65908
The Wretched,5/10/2020,2020,19,69608
The Wretched,5/17/2020,2020,20,91975
The Wretched,5/24/2020,2020,21,215836
The Wretched,5/31/2020,2020,22,196534
Becky,6/7/2020,2020,23,205797
Becky,6/14/2020,2020,24,187686
Followed,6/21/2020,2020,25,152825
Followed,6/28/2020,2020,26,77609
Relic,7/5/2020,2020,27,192352
Relic,7/12/2020,2020,28,195674
Relic,7/19/2020,2020,29,164174
The Rental,7/26/2020,2020,30,403852
The Rental,8/2/2020,2020,31,290272
The Tax Collector,8/9/2020,2020,32,309694
The SpongeBob Movie: Sponge on the Run,8/16/2020,2020,33,865824
Unhinged,8/23/2020,2020,34,4000761
The New Mutants,8/30/2020,2020,35,7037017
Tenet,9/6/2020,2020,36,20200000
Tenet,9/13/2020,2020,37,6700000
Tenet,9/20/2020,2020,38,4700000
Tenet,9/27/2020,2020,39,3400000
Tenet,10/4/2020,2020,40,2700000
The War with Grandpa,10/11/2020,2020,41,3623880
Honest Thief,10/18/2020,2020,42,4115249
Honest Thief,10/25/2020,2020,43,2354022
Come Play,11/1/2020,2020,44,3119875
Let Him Go,11/8/2020,2020,45,4000470
Freaky,11/15/2020,2020,46,3600355
Freaky,11/22/2020,2020,47,1281150
The Croods: A New Age,11/29/2020,2020,48,9724200
The Croods: A New Age,12/6/2020,2020,49,4439855
The Croods: A New Age,12/13/2020,2020,50,3060535
Monster Hunter,12/20/2020,2020,51,2201269
Wonder Woman 1984,12/27/2020,2020,52,16700000
Wonder Woman 1984,1/3/2021,2021,1,5500000
Wonder Woman 1984,1/10/2021,2021,2,3000000
The Marksman,1/17/2021,2021,3,3104204
The Marksman,1/24/2021,2021,4,2028944
The Little Things,1/31/2021,2021,5,4800000
The Little Things,2/7/2021,2021,6,2100000
The Croods: A New Age,2/14/2021,2021,7,2079825
The Croods: A New Age,2/21/2021,2021,8,1718455
Tom and Jerry,2/28/2021,2021,9,14110000
Raya and the Last Dragon,3/7/2021,2021,10,8502498
Raya and the Last Dragon,3/14/2021,2021,11,5706633
Raya and the Last Dragon,3/21/2021,2021,12,5129473
Nobody,3/28/2021,2021,13,6820100
Godzilla vs. Kong,4/4/2021,2021,14,32200000
Godzilla vs. Kong,4/11/2021,2021,15,13880000
Godzilla vs. Kong,4/18/2021,2021,16,7845000
Mortal Kombat,4/25/2021,2021,17,23302503
Demon Slayer The Movie,5/2/2021,2021,18,6436349
Wrath of Man,5/9/2021,2021,19,8309007
Spiral,5/16/2021,2021,20,8750034
Spiral,5/23/2021,2021,21,4595320
A Quiet Place: Part II,5/30/2021,2021,22,47547231
The Conjuring: The Devil Made Me Do It,6/6/2021,2021,23,24104332
A Quiet Place: Part II,6/13/2021,2021,24,12033126
The Hitman's Wife's Bodyguard,6/20/2021,2021,25,11397820
F9: The Fast Saga,6/27/2021,2021,26,70043165
F9: The Fast Saga,7/4/2021,2021,27,23008860
Black Widow,7/11/2021,2021,28,80366312
Space Jam: A New Legacy,7/18/2021,2021,29,31053362
Old,7/25/2021,2021,30,16854735
Jungle Cruise,8/1/2021,2021,31,35018731
The Suicide Squad,8/8/2021,2021,32,26205415
Free Guy,8/15/2021,2021,33,28365416
Free Guy,8/22/2021,2021,34,18504022
Candyman,8/29/2021,2021,35,22001750
Shang-Chi and the Legend of the Ten Rings,9/5/2021,2021,36,75388688
Shang-Chi and the Legend of the Ten Rings,9/12/2021,2021,37,34701070
Shang-Chi and the Legend of the Ten Rings,9/19/2021,2021,38,21670751
Shang-Chi and the Legend of the Ten Rings,9/26/2021,2021,39,13031411
Venom: Let There be Carnage,10/3/2021,2021,40,90033210
No Time to Die,10/10/2021,2021,41,55225007
Halloween Kills,10/17/2021,2021,42,49404980
Dune,10/24/2021,2021,43,41011174
Dune,10/31/2021,2021,44,15413486
